,sub,m1a_ll,m1b_ll,m1c_ll,m2a_ll,m2b_ll,m2c_ll
101.0,101.0,-7.735728527222108,-4.525593069009213,-3.2347354764121197,-7.3974560314650954,-4.525593069011376,-3.225878218602475
102.0,102.0,-6.7569637719795725,-5.6819567707189345,-4.846039404486146,-6.465743178218284,-5.517547570953682,-2.866731534640365
106.0,106.0,-13.121234088929526,-7.424319444174742,-2.695424761466736,-12.286626565050108,-7.424319444373249,-2.695424761829596
107.0,107.0,-1.883212693432982,0.0,0.0,-1.7791461890846714,0.0,0.0
110.0,110.0,-10.496448952580469,-3.1048168026953227,-3.0103127942033345,-8.98479469788203,-3.1048168026984846,-3.0103127942233927
111.0,111.0,-13.47464940715916,-10.69770429757431,-10.630075725083517,-12.476649250079015,-10.697704297575735,-10.630075725228178
117.0,117.0,-5.690573124512533,-5.244089330425753,-5.231137154502547,-3.9776883061790653,-3.9696018639401798,-3.953944224219127
120.0,120.0,-12.743071914506148,-12.40921926604763,-12.249241901848363,-12.37626337911209,-12.29226902979765,-11.820126533740682
124.0,124.0,-13.861003202087852,-13.813412040929713,-13.497056294728925,-12.476649250079012,-12.351755104891431,-10.330691443153357
126.0,126.0,-13.576142764007475,-7.996057090699876,-7.980294736972813,-12.47664925007901,-7.996057090728219,-7.9802947371094834
127.0,127.0,-10.15893047224567,-0.007383766579413229,-0.00241040581486161,-10.158930472334045,0.0,0.0
131.0,131.0,-11.514636507062074,-9.006624291626848,-8.984119096153098,-10.612380036034804,-9.006624291742757,-8.984119096346515
132.0,132.0,-6.870992625173047,-1.285156478278383,0.0,-5.540617549747686,-1.2851564783167921,0.0
134.0,134.0,-11.79841384809081,-4.167522537370685,-4.1674969547832905,-10.890004836751274,-4.167522537446859,-4.167496955472537
136.0,136.0,-13.097448769273983,-3.706363053939645,-2.2898744444249246,-12.075181781365274,-3.6370475306374757,-1.115853133339777
138.0,138.0,-10.352947261982765,-9.64438029665355,-8.73719344395121,-10.352947262085022,-9.644380296654013,-8.737193443964268
139.0,139.0,-11.937756619110143,-11.74667543009335,-10.169277231482226,-11.937756619139675,-10.313264261624184,-9.226058868023486
141.0,141.0,-13.828120882823928,-7.280614439278797,-6.715070219481631,-13.828120882956865,-7.267554086689916,-6.074026149425084
143.0,143.0,-2.332499428747276,0.0,0.0,-2.030302331967472,0.0,0.0
146.0,146.0,-3.0869737115734317,-3.0700318954373875,-1.703469257414759e-06,-3.0869737115735933,-3.0700318955174395,-1.703471119753164e-06
147.0,147.0,-4.0724488179739655,-2.0671371529185407,0.0,-3.639375201481314,-1.8001805245326103,0.0
149.0,149.0,-6.294200957795187,0.0,0.0,-6.294200957835383,0.0,0.0
150.0,150.0,-7.217224672618529,-5.368005691813118,-5.253733063219381,-7.040142774730784,-5.1745616936245,-5.068998331207084
155.0,155.0,-2.131614198120523,-1.0876168877846717,0.0,-2.043831431429961,-1.082760705242559,0.0
156.0,156.0,-13.671456798915113,-10.588117592523746,-9.120192977519645,-13.671456798917392,-10.466356816239376,-8.911935299956168
160.0,160.0,-6.990259622931187,-1.1737499751558105,0.0,-6.517132630154345,-1.1737499751560636,0.0
163.0,163.0,-13.39859829173837,-12.623821586260792,-12.040226920275446,-12.476649250079014,-12.475860639548474,-12.040226920373238
167.0,167.0,-8.591044995359807,-0.719452284325559,-1.033806373842497e-11,-8.078537083418357,-0.7194522861044996,-1.0338174760727401e-11
168.0,168.0,-8.163419708240989,-7.499093789119712,-5.92867648177207,-8.163419708541047,-7.499093789230757,-5.92867648207797
173.0,173.0,-5.33283994732125,-4.105945733934212,-0.4175226013235352,-5.3328399473240875,-3.899331091155048,-0.10771801333510464
175.0,175.0,-1.3862943611198906,0.0,0.0,-1.3862943611198906,0.0,0.0
176.0,176.0,-13.84778434398022,-8.497835697290824,-8.487695883794299,-13.847784343981742,-8.047220318708078,-7.782912733899119
177.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0
178.0,178.0,-7.054962067641369,-5.68489857151709,-5.629676545820447,-7.054962067656569,-5.68489857152549,-5.2020934625939095
180.0,180.0,-10.767043652017115,-9.355916932255893,-7.931308493745636,-10.35432353699937,-8.459141232590907,-7.197399761107246
181.0,181.0,-5.778141500514732,-5.388552167077196,-3.658287652227488,-5.775538739925757,-5.260001292229502,-3.4294765984199564
183.0,183.0,-13.039613665422806,-10.967233241132103,-8.775786602293536,-13.039613665452409,-9.893672204207594,-8.775786602293536
184.0,184.0,-10.270837194873799,-9.008821373279178,-6.958255848135131,-9.297250204527812,-6.561037970799459,-5.2932519167407746
185.0,185.0,-13.260630633374674,-11.152474940912281,-11.043866199388887,-12.327246617390871,-11.15247494258313,-11.231493562332846
188.0,188.0,-8.492220802845672,-8.448880795978615,-7.882830858349837,-6.895136678777062,-6.774679461575713,-6.6259852143467
191.0,191.0,-9.635974363042893,-8.557147001542956,-6.1310570104041835,-8.89610754278596,-8.417657635529137,-6.023408164906044
194.0,194.0,-2.713390801680466,-2.2537639184855314,-1.24692132570063e-07,-1.8755204972008042,-1.7622426507329436,-1.7264171389525595
195.0,195.0,-3.9260970751132818,0.0,0.0,-3.8305728360414886,0.0,0.0
196.0,196.0,-10.186562031627645,-7.796588106752927,-7.522995479967921,-10.18656203170752,-7.796588106804695,-7.522995480019722
203.0,203.0,-8.44215566391784,-8.41173080787958,-8.039188271170115,-8.442155663951777,-8.411730807880158,-7.806162454379228
204.0,204.0,-1.3862943611198906,0.0,0.0,-1.3862943611198906,0.0,0.0
206.0,206.0,-8.846272695403592,-6.649817293989471,-6.64975071984226,-8.846272695414504,-6.358090867901229,-6.210552549970793
207.0,207.0,-10.924744723718126,-2.486751955248418,-2.481627477363131,-10.304227000985804,-2.4867519552616852,-2.4816274773633027
209.0,209.0,-13.24830094725404,-11.60577899096043,-11.590804008594349,-12.476649250079015,-9.487142421869558,-9.28992181450117
212.0,212.0,-13.768180405724209,-13.74556199761347,-13.743692714250715,-11.78350206951907,-11.516499801102814,-11.448815165250128
218.0,218.0,-8.902880230963325,-3.590559093118769,-3.0088607785338537,-8.902880230964865,-3.542905160396851,-2.7122409251057715
219.0,219.0,-8.940232332207126,-0.016759054584144915,-0.0007361789244837276,-8.940232332282864,0.0,0.0
220.0,220.0,-13.757218199537306,-5.56366524862792,-1.5894610708756083,-12.476649250079008,-3.045037613118666,-1.589461070875636
225.0,225.0,-12.96784409314816,-12.873065005067852,-12.575189014003433,-12.967844093155362,-12.873065005067854,-12.575189014031691
226.0,226.0,-2.451142342874594,-0.0012942200093516208,-7.322452826154202e-06,-2.4004312499323954,-0.00010088668625142516,-2.0594849973812606e-06
228.0,228.0,-13.384253623080387,-12.98413808606724,-12.982046266696013,-12.450095739814788,-12.443314933950964,-12.43765171917626
229.0,229.0,-12.795587019812878,-7.237753767988478,-6.054337967128532,-12.79558701981398,-7.2377537680264235,-5.996694708999355
231.0,231.0,-10.6858508135877,-10.439796187120008,-9.543425391797266,-9.31268598117544,-9.062911577619111,-7.868124703704049
238.0,238.0,-7.017841528871543,0.0,0.0,-6.334323881657757,0.0,0.0
243.0,243.0,-6.201101873144613,-4.920486566269086,-3.1049875260555453,-5.639832230093683,-4.744481010839312,-2.441664290421801
249.0,249.0,-0.0003757214722676471,-1.3019379514077427e-05,0.0,-0.00037572147237393535,-1.3019379677516703e-05,0.0
250.0,250.0,-4.46779730244107,0.0,0.0,-4.316855714538988,0.0,0.0
251.0,251.0,-11.390932902279749,-4.631260925157113,-3.534216277015098,-11.390932902768029,-4.631260925212856,-3.534216277016811
254.0,254.0,-7.115550864158484,-6.753196327908951,-6.328609411981192,-7.11555086446707,-6.753196327943985,-6.328609412168579
255.0,255.0,-8.683820882976049,-6.704078873623152,-6.3146941889089225,-8.397867035543406,-5.824845778862284,-5.768405483088313
256.0,256.0,-12.501373247315305,-12.32460652523784,-11.427740891168593,-11.597348244537905,-11.310217042406641,-10.649149703716814
257.0,257.0,-10.7780098930159,-9.870328451668506,-9.798382934993649,-9.981723773121404,-8.49755410330545,-8.490022659829208
260.0,260.0,-10.021834291073466,-8.664167071083423,-8.268409912494468,-9.224726687420814,-8.440703049292868,-8.268409912497258
261.0,261.0,-1.3862943611198906,0.0,0.0,-1.3862943611198906,0.0,0.0
264.0,264.0,-10.522243951463611,-8.906199127688682,-8.755821980902455,-10.012026467789246,-8.906199127940106,-8.747432447327583
268.0,268.0,-1.3862943611198906,0.0,0.0,-1.3862943611198906,0.0,0.0
270.0,270.0,-11.148677021231954,-11.094475510184267,-11.071307695307409,-10.14712308515675,-9.874217137276775,-9.86443329722983
272.0,272.0,-10.045366245853625,-7.52151009919307,-6.99031868055123,-10.0453662458541,-7.521510099193093,-6.990318680561904
273.0,273.0,-8.363012364909622,-7.663083860546322,-5.941260260676488,-7.76372350128846,-7.488140473293227,-5.898109219953591
276.0,276.0,-3.3629747615801446,-0.6931471805599453,0.0,-3.2963459371091886,-0.6931471805599453,0.0
277.0,277.0,-11.054241504060094,-11.05144153629416,-10.259194668856827,-11.054241504426658,-10.988881990385478,-10.098561114083942
278.0,278.0,-6.676798470257006,-3.703333985744467,-3.7032011043599122,-6.6767984702646554,-3.2121780017404054,-0.19631891278068234
279.0,279.0,-13.861290798146996,-12.850911370919265,-11.296409820360394,-13.860174830268846,-12.850911370919773,-11.276988953345814
282.0,282.0,-7.073944548916143,0.0,0.0,-6.786274365463568,0.0,0.0
290.0,290.0,-9.103804109682146,-1.2211173112891886e-08,0.0,-9.10380410969094,-2.7089441800854012e-14,0.0
291.0,291.0,-13.124936495312658,-9.059397022723982,-9.059396333697398,-12.236191675646769,-9.059397024039617,-9.059396335235268
293.0,293.0,-6.737429047551714,-3.9342901669210364,-3.904504738915709,-6.737429047691819,-5.862199614642934e-12,-1.7763568394002513e-15
297.0,297.0,-13.387051312496531,-5.471077376210971,-5.381495565478206,-13.387051312496883,-5.471077376237053,-5.38043924630608
299.0,299.0,-13.712081637994379,-13.341398094493266,-13.340277104168713,-13.71208163799459,-13.341398094746662,-13.340277104175962
300.0,300.0,-11.694814040798107,-11.009902190712667,-10.580664132451338,-10.72748245738867,-9.20437898974445,-5.341028823629483
301.0,301.0,-10.033965482240353,-8.131287865934764,-6.55471952021398,-9.842311096863154,-7.970785820016613,-5.8926557613198405
303.0,303.0,-12.454963395999423,-8.807888791013108,-8.803974105789978,-12.283252849424487,-8.807888791414182,-8.803974105812777
313.0,313.0,-12.824657106296685,-7.664597843195373,-4.8758967572833285,-11.70292122309471,-7.476546518346723,-4.875896757283499
314.0,314.0,-10.176552207064374,-10.174754091024859,-9.552374464383742,-10.17655220706452,-10.174754091035984,-9.353963821229433
316.0,316.0,-2.7207935124175915,-4.547367775971243e-05,-1.0724532373305118e-11,-2.492121224113597,-2.9965687737702117e-06,0.0
318.0,318.0,-4.662487496392335,-4.653715013695889,-4.483393399613087,-4.436393481562604,-4.357624203726824,-4.130063338395288
322.0,322.0,-3.9162540426487236,-3.916059515820809,-3.9134365639136566,-3.4412619382113485,-3.3776044789267945,-3.3752611890904958
325.0,325.0,-10.49850143151635,-9.938421905405528,-9.902157644500589,-10.497281595759528,-9.750834892451362,-9.579490725177953
326.0,326.0,-7.3214499561102775,-3.606447134482138,-2.999490613080746,-7.321449956116865,-3.606447134668122,-2.9994906134665738
327.0,327.0,-8.421689197521845,-8.160059922988564,-8.107869317495787,-8.42168919752275,-8.134694864035405,-7.913086061607109
328.0,328.0,-5.05104112125661,-4.390339600202004,-4.257902090487175,-5.0510411212611235,-1.351273986584475,-1.1325147901611012
329.0,329.0,-11.883933413830034,-9.899251520196401,-9.363768045939175,-11.883933413830716,-9.89925152019668,-9.363768045959135
331.0,331.0,-11.72655208936797,-11.100511579580076,-11.09304686606723,-10.330637134353212,-9.356850420536668,-8.835481593425488
333.0,333.0,-12.573548209139531,-11.672998713080496,-11.588924431768147,-12.573548209153056,-11.354209704478752,-11.353562038674129
335.0,335.0,-8.638838066864079,-6.986651801213753,-6.86861116056682,-8.443896633277618,-6.9377737678330735,-6.8436278595109465
339.0,339.0,0.0,0.0,0.0,0.0,0.0,0.0
344.0,344.0,-12.931344571397315,-8.395465900762488,-8.04542690912566,-12.195578782254584,-8.394014508884313,-8.045426909125869
346.0,346.0,-2.5271972407499983,-3.1408209366678204e-12,0.0,-2.4678713643788397,0.0,0.0
350.0,350.0,-7.860794056923895,-1.8138965154503774,-1.7145214365503392,-7.771006850906611,-1.7843384903525112,-1.7070402918634517
357.0,357.0,-9.175472128600283,-9.12494638533165,-9.11661733567555,-8.817878846003495,-8.814194634597811,-8.641651985065042
358.0,358.0,-9.098826916003663,-8.47981600553888,-8.42228148993966,-8.953560249641589,-8.275932027766732,-7.868184089755181
361.0,361.0,-13.25449929145736,-8.850715000798012,-7.793067967449796,-13.25449929145801,-8.807754250263912,-7.606724582870366
362.0,362.0,-11.998111252586185,-10.29162424264108,-10.080638554528234,-10.914767963518301,-10.163323354757523,-10.07964748291938
369.0,369.0,-9.405157097622734,-0.013672685633009591,-2.876819291865902e-05,-9.40515709764126,-0.013672687768285284,-2.87628567651832e-05
370.0,370.0,-4.482592193498712,-1.3922858332300128,0.0,-4.48259219351224,-1.3021377118313802,-1.098807711519081e-10
371.0,371.0,-11.943483842956763,-11.825631100988707,-11.809628567496823,-11.943483842970581,-11.82563110098922,-11.809628567538665
