,sub,beta,w1,w2,log_lik
41.0,41.0,0.2480926837151045,152.32507960594623,-24.506251683749547,-23.813892671414237
42.0,42.0,6.437593050123148,107.66501044760204,10.455678666069517,-21.118213949782582
43.0,43.0,2.115628603420882,385.88233603753724,-307.79880674099707,-21.123296226035883
44.0,44.0,7.638451494026697,-6.015431235743948,145.71522348059852,-21.12086588216497
45.0,45.0,6.83789879932548,198.83343604415097,-86.30342198935413,-21.11582790456794
46.0,46.0,4.942064203410487,233.06915620081156,-137.98767913908063,-21.117665022121393
47.0,47.0,6.044359892750097,177.99150569868516,-70.0652757798327,-21.11695786105439
48.0,48.0,0.06863890006651256,-9.787290955785199,153.9559862948417,-27.412695884452013
49.0,49.0,0.00023742397382402593,564.638202481781,-499.0441944904544,-32.21377893646266
50.0,50.0,0.09483615302056811,35.478014561816295,105.14113502518708,-25.631567016146313
51.0,51.0,6.871176381307717,120.27391437656192,0.9106481998335134,-21.117586878526147
52.0,52.0,6.705014701544755,-74.19595443762157,204.1796288468238,-21.124030827019617
53.0,53.0,-0.010721320724963311,549.1685798016687,-480.22594318397654,-28.39278823095246
54.0,54.0,0.02291920294883704,-60.14264902269255,207.69062460966586,-29.70255343575311
55.0,55.0,8.038803723717042,0.12361990581750609,-0.20222227836306816,-32.413555752178276
56.0,56.0,-0.43269648582004905,-51.53812085118493,205.04487649957994,-21.145288341653522
57.0,57.0,8.021967676801466,-0.4731865346730517,0.7427739545259021,-28.78572272847613
58.0,58.0,0.02651938283458852,65.49596822883281,73.48303975474542,-31.44802330089201
59.0,59.0,0.01037435846772762,284.8753844947883,-170.93241062948016,-31.3884119322733
60.0,60.0,0.10881547183151045,105.13787040012514,29.176881909234886,-25.144135610076752
61.0,61.0,6.99609451017922,64.29310530722015,63.00792580807928,-21.118957521816696
62.0,62.0,0.04216598417098355,191.36081579959284,-65.63348468003343,-27.393293568678672
63.0,63.0,5.6497314535719845,172.69685572780446,-67.05172735911131,-21.117636298886882
64.0,64.0,0.015457600373643288,-122.30200211324005,271.9056162708275,-30.565670527609793
65.0,65.0,0.05463836367280832,229.61555636001685,-108.75956803680688,-24.682427148197206
66.0,66.0,0.1732946409335968,88.47006456220174,46.66296221252331,-24.50370379612398
67.0,67.0,0.7031685483458221,-57.807665420515335,195.90989888140527,-22.12800434742769
68.0,68.0,0.04212624101449791,154.43642955264573,-24.468631140364437,-27.527953418094377
69.0,69.0,0.053907176025652134,63.95034667355409,74.82712545888546,-28.705412996558394
70.0,70.0,0.06276925586736071,102.28848051574512,32.852656793478175,-27.23582377751517
71.0,71.0,6.987482842052847,66.73153950909199,60.28717797651407,-21.11888916513195
72.0,72.0,7.592458872546393,75.04219076668059,58.11620825114622,-21.11855851731445
73.0,73.0,0.0390981085959917,227.23664750219055,-105.8991250981795,-25.727556456632882
74.0,74.0,6.8712263125133255,194.37519930193218,-218.55432676322926,-21.144276148612537
76.0,76.0,0.09548942820635964,-11.41283497226653,155.33241340991611,-29.21429994144558
